Title,Alternative Title,Description,notes,dimensions,scale,Language,Creator,Publisher,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Information,Download,Image,Manifest,Identifier,ID,Access Rights,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,Resource Class,Format,Date Added,Collection Name,Set,City,State,Country,Continent,Region,coordinates
Geological Sections A-F: Ecological Study for the Twin-Cities Metropolitan Area,Geological Sections A-F: Ecological Study for the Twin-Cities Metropolitan Area,"Chart of Geological Sections A-F prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000 (Cross-section)",,,"1:250,000 (Cross-section)",,,"Wallace, McHarg, Roberts and Todd",,Geological Cross Sections,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:44,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/44/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/44,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/44/manifest.json,,p16022coll289:44,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Geologic Units and Aquifers: Ecological Study for the Twin-Cities Metropolitan Area,Geologic Units and Aquifers: Ecological Study for the Twin-Cities Metropolitan Area,"Chart of Geologic Units and Aquifers prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000 (Chart)",,,"1:250,000 (Chart)",,,"Wallace, McHarg, Roberts and Todd",,,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:84,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/84/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/84,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/84/manifest.json,,p16022coll289:84,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Glaciation Movements: Ecological Study for the Twin-Cities Metropolitan Area,Glaciation Movements: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Glaciation Movements prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:41,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/41/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/41,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/41/manifest.json,,p16022coll289:41,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
High Temperature Zones: Ecological Study for the Twin-Cities Metropolitan Area,High Temperature Zones: Ecological Study for the Twin-Cities Metropolitan Area,"Map of High Temperature Zones prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:45,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/45/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/45,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/45/manifest.json,,p16022coll289:45,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Historical Landmarks: Ecological Study for the Twin-Cities Metropolitan Area,Historical Landmarks: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Historical Landmarks prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:75,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/75/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/75,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/75/manifest.json,,p16022coll289:75,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Low Temperature Zones: Ecological Study for the Twin-Cities Metropolitan Area,Low Temperature Zones: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Low Temperature Zones prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:43,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/43/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/43,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/43/manifest.json,,p16022coll289:43,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Major Rivers - Water Quality - Biological: Ecological Study for the Twin-Cities Metropolitan Area,Major Rivers - Water Quality - Biological: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Major Rivers - Water Quality - Biological prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:83,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/83/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/83,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/83/manifest.json,,p16022coll289:83,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Major Rivers - Water Quality - Chemical: Ecological Study for the Twin-Cities Metropolitan Area,Major Rivers - Water Quality - Chemical: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Major Rivers - Water Quality - Chemical prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:79,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/79/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/79,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/79/manifest.json,,p16022coll289:79,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Major River - Water Quantity: Ecological Study for the Twin-Cities Metropolitan Area,Major River - Water Quantity: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Major River - Water Quantity prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:67,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/67/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/67,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/67/manifest.json,,p16022coll289:67,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Natural Forest Regions: Ecological Study for the Twin-Cities Metropolitan Area,Natural Forest Regions: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Natural Forest Regions prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:70,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/70/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/70,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/70/manifest.json,,p16022coll289:70,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Navigability: Ecological Study for the Twin-Cities Metropolitan Area,Navigability: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Navigability prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Thematic Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:65,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/65/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/65,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/65/manifest.json,,p16022coll289:65,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Navigability (Millions of Tons Received and Shipped - Data): Ecological Study for the Twin-Cities Metropolitan Area,Navigability (Millions of Tons Received and Shipped - Data): Ecological Study for the Twin-Cities Metropolitan Area,Chart of Navigability (Millions of Tons Received and Shipped - Data) prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area,,,,,,"Wallace, McHarg, Roberts and Todd",,,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:66,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/66/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/66,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/66/manifest.json,,p16022coll289:66,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
Physiographic Regions: Ecological Study for the Twin-Cities Metropolitan Area,Physiographic Regions: Ecological Study for the Twin-Cities Metropolitan Area,"Map of Physiographic Regions prepared for the Metropolitan Council as a part of An Ecological Study for the Twin-Cities Metropolitan Area. Scale 1:250,000","Bounding Box (W,S,E,N): -93.9791,44.4981,-92.8021,45.361",,"1:250,000",English,,"Wallace, McHarg, Roberts and Todd",,Physical Maps,1968,,,https://umedia.lib.umn.edu/item/p16022coll289:76,http://cdm16022.contentdm.oclc.org/utils/getfile/collection/p16022coll289/id/76/filename/print/page/download/fparams/forcedownload,https://cdm16022.contentdm.oclc.org/utils/getthumbnail/collection/p16022coll289/id/76,https://cdm16022.contentdm.oclc.org/iiif/info/p16022coll289/76/manifest.json,,p16022coll289:76,Public,University of Minnesota,05d-01,05d-01,64bd8c4c-8e60-4956-b43d-bdc3f93db488,JSON API,2022-09-26,"U|s|e| |o|f| |t|h|i|s| |i|t|e|m| |m|a|y| |b|e| |g|o|v|e|r|n|e|d| |b|y| |U|S| |a|n|d| |i|n|t|e|r|n|a|t|i|o|n|a|l| |c|o|p|y|r|i|g|h|t| |l|a|w|s|.| |Y|o|u| |m|a|y| |b|e| |a|b|l|e| |t|o| |u|s|e| |t|h|i|s| |i|t|e|m|,| |b|u|t| |c|o|p|y|r|i|g|h|t| |a|n|d| |o|t|h|e|r| |c|o|n|s|i|d|e|r|a|t|i|o|n|s| |m|a|y| |a|p|p|l|y|.| |F|o|r| |p|o|s|s|i|b|l|e| |a|d|d|i|t|i|o|n|a|l| |i|n|f|o|r|m|a|t|i|o|n| |o|r| |g|u|i|d|a|n|c|e| |o|n| |y|o|u|r| |u|s|e|,| |p|l|e|a|s|e| |c|o|n|t|a|c|t| |t|h|e| |c|o|n|t|r|i|b|u|t|i|n|g| |o|r|g|a|n|i|z|a|t|i|o|n|.",Maps,JPEG,2019-04-30T00:00:00Z,Ecological Study for the Twin Cities Metropolitan Area,p16022coll289,Minneapolis; St. Paul; Bloomington,Minnesota,United States,North America,Hennepin County; Ramsey County; Minneapolis-St.Paul-Bloomington,
